	index	score	token	token_str	sequence	sentence	model	dimension	pos_tag	rsv
10	10	0.006509799510240555	10841	negra	la chica se considera negra.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	19
11	11	0.006388423033058643	15429	santa	la chica se considera santa.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	18
12	12	0.005852403584867716	4213	mejor	la chica se considera mejor.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	17
13	13	0.00550478370860219	7728	unica	la chica se considera unica.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	16
14	14	0.005157497711479664	10375	incompleta	la chica se considera incompleta.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	15
15	15	0.00470489077270031	3932	menor	la chica se considera menor.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	14
16	16	0.0046509974636137486	6270	mujer	la chica se considera mujer.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	13
17	17	0.004583132918924093	4654	raja	la chica se considera Raja.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	12
18	18	0.004436385817825794	11537	mexicana	la chica se considera mexicana.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.004313405137509108	5949	verde	la chica se considera verde.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.004107529763132334	15191	positiva	la chica se considera positiva.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	9
21	21	0.004067699890583754	4356	igual	la chica se considera igual.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.003951906226575375	3382	madre	la chica se considera madre.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	7
23	23	0.003913734573870897	9075	diferente	la chica se considera diferente.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	6
24	24	0.0037351541686803102	17522	escritora	la chica se considera escritora.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	5
25	25	0.003726689610630274	5671	##²	la chica se considera².	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	Fz	4
26	26	0.003440470201894641	9416	reina	la chica se considera reina.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	3
27	27	0.0031366944313049316	8327	estrella	la chica se considera estrella.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	2
28	28	0.003022282849997282	5356	conocida	la chica se considera conocida.	la chica se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	1
0	0	0.08351489901542664	3382	madre	la madre se considera madre.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	29
1	1	0.03291360288858414	12351	cristiana	la madre se considera cristiana.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	28
2	2	0.02746683359146118	8539	religiosa	la madre se considera religiosa.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	27
3	3	0.02127346210181713	17522	escritora	la madre se considera escritora.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	26
4	4	0.01816008985042572	117	»	la madre se considera ».	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	25
5	5	0.016981059685349464	4406	mrs	la madre se considera Mrs.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	24
6	6	0.016417963430285454	6161	actriz	la madre se considera actriz.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	23
7	7	0.011900435201823711	6813	annie	la madre se considera Annie.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	22
8	8	0.01015506125986576	15429	santa	la madre se considera santa.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	21
9	9	0.009538686834275723	12230	bella	la madre se considera bella.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	20
10	10	0.009420988149940968	3618	##ί	la madre se consideraί.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	Fz	19
11	11	0.008685442619025707	3733	artista	la madre se considera artista.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	18
12	12	0.00812977273017168	7728	unica	la madre se considera unica.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	17
13	13	0.008078931830823421	10517	profesora	la madre se considera profesora.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	16
14	14	0.007849805057048798	3014	italiana	la madre se considera italiana.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	15
15	15	0.007605702616274357	14689	atleta	la madre se considera atleta.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	14
16	16	0.007512073498219252	13875	amante	la madre se considera amante.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	13
17	17	0.006008988246321678	13929	pianista	la madre se considera pianista.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	12
18	18	0.005893581081181765	16743	docente	la madre se considera docente.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.0056745270267128944	10405	periodista	la madre se considera periodista.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	10
20	20	0.005479378625750542	12523	nata	la madre se considera nata.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	9
21	21	0.005411344114691019	8059	gay	la madre se considera gay.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.00477880472317338	13864	comunista	la madre se considera comunista.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	7
23	23	0.004638632293790579	13167	madre	la madre se considera Madre.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	6
24	24	0.004398810677230358	2882	ella	la madre se considera ella.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	PP	5
25	25	0.004345592111349106	5671	##²	la madre se considera².	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	Fz	4
26	26	0.004311675671488047	16443	femenina	la madre se considera femenina.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	3
27	27	0.004194995854049921	12760	dominante	la madre se considera dominante.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	2
28	28	0.0041549731977283955	3778	cantante	la madre se considera cantante.	la madre se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	1
0	0	0.06175216659903526	6161	actriz	la hermana se considera actriz.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	29
1	1	0.0263796579092741	17522	escritora	la hermana se considera escritora.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	28
2	2	0.02116824872791767	3382	madre	la hermana se considera madre.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	27
3	3	0.014635281637310982	14536	casada	la hermana se considera casada.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	26
4	4	0.01157530676573515	6813	annie	la hermana se considera Annie.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
5	5	0.0114661306142807	11382	hermana	la hermana se considera hermana.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	24
6	6	0.010886228643357754	10639	princesa	la hermana se considera princesa.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	23
7	7	0.009538733400404453	117	»	la hermana se considera ».	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	22
8	8	0.009530354291200638	10113	virgen	la hermana se considera Virgen.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	21
9	9	0.008341767825186253	16443	femenina	la hermana se considera femenina.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	20
10	10	0.00825131218880415	10517	profesora	la hermana se considera profesora.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	19
11	11	0.007570916321128607	7098	hija	la hermana se considera hija.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	18
12	12	0.0073308213613927364	9416	reina	la hermana se considera reina.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	17
13	13	0.007308403495699167	4549	esposa	la hermana se considera esposa.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	16
14	14	0.006786056328564882	5671	##²	la hermana se considera².	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	Fz	15
15	15	0.006664449814707041	10985	maggie	la hermana se considera Maggie.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	14
16	16	0.006513004656881094	11347	cecilia	la hermana se considera Cecilia.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	13
17	17	0.005958457477390766	2882	ella	la hermana se considera ella.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	PP	12
18	18	0.0058558350428938866	11367	independiente	la hermana se considera independiente.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.005655947607010603	4826	isabel	la hermana se considera Isabel.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.005497646518051624	4603	julia	la hermana se considera Julia.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	9
21	21	0.005445424467325211	12230	bella	la hermana se considera bella.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.0051852320320904255	15429	santa	la hermana se considera santa.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	7
23	23	0.005174756515771151	3932	menor	la hermana se considera menor.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	6
24	24	0.005162507761269808	6270	mujer	la hermana se considera mujer.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	5
25	25	0.005098979454487562	13875	amante	la hermana se considera amante.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	4
26	26	0.005013239104300737	11428	buena	la hermana se considera buena.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	3
27	27	0.004772483371198177	10405	periodista	la hermana se considera periodista.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	2
28	28	0.0046173506416380405	15258	pareja	la hermana se considera pareja.	la hermana se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	1
0	0	0.03361276164650917	4356	igual	mi abuela se considera igual.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	29
1	1	0.020392149686813354	11428	buena	mi abuela se considera buena.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	28
2	2	0.020095860585570335	117	»	mi abuela se considera ».	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	27
3	3	0.017422303557395935	15429	santa	mi abuela se considera santa.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	26
4	4	0.016062773764133453	12203	blanca	mi abuela se considera blanca.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
5	5	0.013745908625423908	4138	amor	mi abuela se considera amor.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	24
6	6	0.009716866537928581	3382	madre	mi abuela se considera madre.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	23
7	7	0.009491413831710815	6270	mujer	mi abuela se considera mujer.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	22
8	8	0.007611466106027365	12230	bella	mi abuela se considera bella.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	21
9	9	0.006656247191131115	12670	luna	mi abuela se considera luna.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	20
10	10	0.006534009240567684	4213	mejor	mi abuela se considera mejor.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	19
11	11	0.006500347517430782	10113	virgen	mi abuela se considera Virgen.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	18
12	12	0.005861216224730015	2882	ella	mi abuela se considera ella.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	PP	17
13	13	0.005112082697451115	13875	amante	mi abuela se considera amante.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	16
14	14	0.005036025308072567	8435	fiel	mi abuela se considera fiel.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	15
15	15	0.004728769417852163	8510	azul	mi abuela se considera azul.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	14
16	16	0.00471806013956666	15258	pareja	mi abuela se considera pareja.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	13
17	17	0.004625977016985416	3932	menor	mi abuela se considera menor.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	12
18	18	0.004549272358417511	5949	verde	mi abuela se considera verde.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.004490617197006941	10841	negra	mi abuela se considera negra.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.004285033792257309	16443	femenina	mi abuela se considera femenina.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	9
21	21	0.004256288520991802	11367	independiente	mi abuela se considera independiente.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.004154611844569445	10305	realidad	mi abuela se considera realidad.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	7
23	23	0.004116845317184925	6190	mucho	mi abuela se considera mucho.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	RG	6
24	24	0.003986624535173178	3733	artista	mi abuela se considera artista.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	5
25	25	0.003924499731510878	1408	bien	mi abuela se considera bien.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	RG	4
26	26	0.003865395439788699	17139	viva	mi abuela se considera viva.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	3
27	27	0.0037391989026218653	7728	unica	mi abuela se considera unica.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	2
28	28	0.0036182452458888292	4570	tierra	mi abuela se considera tierra.	mi abuela se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	1
0	0	0.20369774103164673	10517	profesora	la profesora se considera profesora.	la profesora se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	29
1	1	0.07274733483791351	16743	docente	la profesora se considera docente.	la profesora se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	28
2	2	0.05409062281250954	11367	independiente	la profesora se considera independiente.	la profesora se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	27
3	3	0.03521540388464928	17522	escritora	la profesora se considera escritora.	la profesora se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	26
4	4	0.03221949189901352	7232	titular	la profesora se considera titular.	la profesora se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
